Index (sec),latitude,longitude,elevation,time_gps,speed,sat,sys_time,sim_state,net_op_name,net_op_code,roaming,net_type,call_state,data_state,data_act,data_rx,data_tx,gsm_neighbors,umts_neighbors,lte_neighbors,rssi_strongest,tech,mcc,mnc,lac_tac,node_id,cid,psc_pci,rssi,rsrq,rssnr,slev,gps,accuracy,lat,long,band,arfcn,Network Throughput,Time tcp,Throughput tcp,Predicted Throughput
1,22.31380159,87.31019625,-6,17:11:45,0.0,15,17:11:45,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16823212,1052020,0,1,2,-118,LTE,405,51,42,62289,2,336,-106,-8,14,2,0,-1,-1,-1,1800,1566,24588,17:11:45,25272,21513.395833333332
2,22.313801899999998,87.31019601,-5,17:11:46,0.0,15,17:11:46,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,OUT,16833932,1052288,0,1,2,-118,LTE,405,51,42,62289,2,336,-106,-8,14,2,0,-1,-1,-1,1800,1566,0,17:11:46,0,3514.0625
3,22.31380245,87.31019611,-6,17:11:47,0.0,14,17:11:47,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16844652,1052608,0,1,3,-117,LTE,405,51,42,62289,2,336,-113,-12,14,2,0,-1,-1,-1,1800,1566,10988,17:11:47,15572,109994.0625
4,22.31380276,87.31019605,-6,17:11:48,0.0,14,17:11:48,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,NONE,16844712,1052806,0,1,3,-117,LTE,405,51,42,62289,2,336,-113,-12,14,2,0,-1,-1,-1,1800,1566,11040,17:11:48,7148,109994.0625
5,22.3138028,87.31019591,-6,17:11:49,0.0,14,17:11:49,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16882232,1053834,0,1,3,-117,LTE,405,51,42,62289,2,336,-113,-12,14,2,0,-1,-1,-1,1800,1566,258,17:11:49,3146,109994.0625
6,22.31380252,87.31019482,-5,17:11:50,0.18,14,17:11:50,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16899652,1054874,0,1,3,-121,LTE,405,51,42,62289,2,336,-112,-10,14,2,0,-1,-1,-1,1800,1566,38548,17:11:50,38360,333407.6588541667
7,22.31380247,87.31018828,-7,17:11:51,0.59,15,17:11:51,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16900992,1054954,0,1,3,-121,LTE,405,51,42,62289,2,336,-112,-10,14,2,0,-1,-1,-1,1800,1566,18460,17:11:51,19136,228239.33593749997
8,22.31380315,87.3101787,-7,17:11:52,0.83,15,17:11:52,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,NONE,16900992,1054954,0,1,4,-121,LTE,405,51,42,62289,2,336,-112,-10,14,2,0,-1,-1,-1,1800,1566,1420,17:11:52,0,174624.5
9,22.31380377,87.31016802,-6,17:11:53,0.95,15,17:11:53,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,NONE,16900992,1055100,0,1,4,-121,LTE,405,51,42,62289,2,336,-112,-10,14,2,0,-1,-1,-1,1800,1566,0,17:11:53,0,156668.71875
10,22.31380387,87.31015613,-6,17:11:54,1.04,15,17:11:54,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,OUT,16902332,1055180,0,1,4,-121,LTE,405,51,42,62289,2,336,-112,-10,14,2,0,-1,-1,-1,1800,1566,146,17:11:54,174,513.0
11,22.31380418,87.3101437,-6,17:11:55,1.06,15,17:11:55,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16902332,1055180,0,1,5,-120,LTE,405,51,42,62289,2,336,-113,-11,14,2,0,-1,-1,-1,1800,1566,1420,17:11:55,1472,79235.625
12,22.31380334,87.31013126,-5,17:11:56,1.2,16,17:11:56,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,NONE,16914444,1055684,0,1,5,-120,LTE,405,51,42,62289,2,336,-113,-11,14,2,0,-1,-1,-1,1800,1566,0,17:11:56,0,57170.65625
13,22.31380137,87.31011835,-5,17:11:57,1.32,15,17:11:57,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16926504,1056152,0,1,5,-121,LTE,405,51,42,62289,2,336,-110,-9,14,2,0,-1,-1,-1,1800,1566,12616,17:11:57,17440,142551.59375
14,22.31380036,87.31010353,-6,17:11:58,1.47,15,17:11:58,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16929184,1056256,0,1,5,-121,LTE,405,51,42,62289,2,336,-110,-9,14,2,0,-1,-1,-1,1800,1566,12528,17:11:58,10108,114194.9375
15,22.3137995,87.31008755,-6,17:11:59,1.49,14,17:11:59,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16961344,1057504,0,1,5,-121,LTE,405,51,42,62289,2,336,-110,-9,14,2,0,-1,-1,-1,1800,1566,2784,17:11:59,2888,69222.3125
16,22.3137992,87.31007064,-6,17:12:00,1.62,13,17:12:00,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16974744,1058024,0,1,3,-121,LTE,405,51,42,62289,2,336,-112,-10,14,2,0,-1,-1,-1,1800,1566,33408,17:12:00,33212,268858.34375
17,22.31379912,87.31005345,-6,17:12:01,1.62,13,17:12:01,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,INOUT,16974744,1058024,0,1,3,-121,LTE,405,51,42,62289,2,336,-112,-10,14,2,0,-1,-1,-1,1800,1566,13920,17:12:01,14440,268858.34375
18,22.31379877,87.31003514,-6,17:12:02,1.77,13,17:12:02,READY,airtel,40551.0,0,LTE,IDLE,CONNECTED,NONE,16977424,1058128,0,1,3,-121,LTE,405,51,42,62289,2,336,-112,-10,14,2,0,-1,-1,-1,1800,1566,0,17:12:02,0,139172.6979166667
