Index (sec),latitude,longitude,elevation,time_gps,speed,sat,sys_time,sim_state,net_op_name,net_op_code,roaming,net_type,call_state,data_state,data_act,data_rx,data_tx,gsm_neighbors,umts_neighbors,lte_neighbors,rssi_strongest,tech,mcc,mnc,lac_tac,node_id,cid,psc_pci,rssi,rsrq,rssnr,slev,gps,accuracy,lat,long,band,arfcn,Network Throughput,Time tcp,Throughput tcp,Predicted Throughput
1,22.31298141,87.31374409,-11.0,17:40:53,0.0,14,17:40:53,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1416753947,32403134,0,0,2,-112,LTE,405,51,43,60022,2,397,-107,-15,-54,2,0,-1,-1.0,-1.0,1800,1566,448914,17:40:53,423566,884416.5830048424
2,22.3129798,87.31374474,-11.0,17:40:54,0.0,12,17:40:54,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1416864827,32406046,0,0,2,-112,LTE,405,51,43,60022,2,397,-107,-15,-54,2,0,-1,-1.0,-1.0,1800,1566,375416,17:40:54,373528,884416.5830048424
3,22.31297806,87.3137458,-11.0,17:40:55,0.0,12,17:40:55,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1417108187,32411506,0,0,1,-110,LTE,405,51,43,60022,2,397,-110,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,113792,17:40:55,133632,645497.875
4,22.3129823,87.31374704,-11.0,17:40:56,0.61,13,17:40:56,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1417344347,32422718,0,0,1,-110,LTE,405,51,43,60022,2,397,-110,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,248820,17:40:56,253532,546873.6875
5,22.31298533,87.31375115,-11.0,17:40:57,0.65,14,17:40:57,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1417613627,32433050,0,0,1,-110,LTE,405,51,43,60022,2,397,-110,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,247372,17:40:57,276432,546873.6875
6,22.31298261,87.31375728,-10.0,17:40:58,0.66,13,17:40:58,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1417975067,32440018,0,0,2,-110,LTE,405,51,43,60022,2,397,-109,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,279612,17:40:58,282748,691457.65625
7,22.31297895,87.31376564,-10.0,17:40:59,0.9,13,17:40:59,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1418248667,32447230,0,0,2,-110,LTE,405,51,43,60022,2,397,-109,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,368408,17:40:59,380552,684365.375
8,22.31297641,87.31377498,-10.0,17:41:00,0.78,13,17:41:00,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1418447387,32457602,0,0,2,-110,LTE,405,51,43,60022,2,397,-109,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,280812,17:41:0,276156,668100.78125
9,22.31296985,87.31378412,-9.0,17:41:01,1.36,14,17:41:01,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1418667707,32468818,0,0,2,-112,LTE,405,51,43,60022,2,397,-111,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,209092,17:41:1,205600,492370.5
10,22.31296014,87.31379596,-9.0,17:41:02,1.62,12,17:41:02,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1418938427,32474082,0,0,2,-112,LTE,405,51,43,60022,2,397,-111,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,231536,17:41:2,258196,358236.875
11,22.31294892,87.31380756,-10.0,17:41:03,1.56,14,17:41:03,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1419127067,32477514,0,0,2,-112,LTE,405,51,43,60022,2,397,-111,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,275984,17:41:3,262256,194087.83333333334
12,22.3129392,87.31381975,-11.0,17:41:04,1.57,15,17:41:04,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1419348827,32484238,0,0,2,-114,LTE,405,51,43,60022,2,397,-113,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,192072,17:41:4,226236,507444.625
13,22.31293224,87.31383503,-11.0,17:41:05,1.73,14,17:41:05,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1419629627,32489994,0,0,2,-114,LTE,405,51,43,60022,2,397,-113,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,228484,17:41:5,233220,570744.8125
14,22.31292789,87.3138535,-11.0,17:41:06,2.05,13,17:41:06,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1419872987,32496350,0,0,2,-114,LTE,405,51,43,60022,2,397,-113,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,286556,17:41:6,279908,833249.71875
15,22.31292631,87.31387316,-10.0,17:41:07,1.79,12,17:41:07,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1420094747,32500406,0,0,2,-114,LTE,405,51,43,60022,2,397,-114,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,249716,17:41:7,260772,609277.625
16,22.3129226,87.31389288,-10.0,17:41:08,2.31,12,17:41:08,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1420335227,32505318,0,0,2,-114,LTE,405,51,43,60022,2,397,-114,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,225816,17:41:8,230152,601288.125
17,22.31291647,87.31391323,-9.0,17:41:09,2.19,11,17:41:09,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1420495067,32510382,0,0,2,-114,LTE,405,51,43,60022,2,397,-114,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,245392,17:41:9,245068,696825.796875
18,22.31290972,87.31393139,-8.0,17:41:10,1.93,11,17:41:10,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1420653467,32519070,0,0,3,-114,LTE,405,51,43,60022,2,397,-115,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,164904,17:41:10,160908,624953.71875
19,22.31290451,87.31394894,-8.0,17:41:11,1.86,10,17:41:11,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1420883867,32524934,0,0,3,-114,LTE,405,51,43,60022,2,397,-115,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,167088,17:41:11,196132,554980.375
20,22.31289761,87.31396846,-8.0,17:41:12,2.3,11,17:41:12,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1421114267,32529146,0,0,3,-114,LTE,405,51,43,60022,2,397,-115,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,236264,17:41:12,225176,597252.4375
21,22.31289279,87.31398718,-7.0,17:41:13,1.9,10,17:41:13,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1421314427,32533558,0,0,2,-114,LTE,405,51,43,60022,2,397,-113,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,234612,17:41:13,263160,627166.875
22,22.31289085,87.3140036,-8.0,17:41:14,1.85,10,17:41:14,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1421488667,32539462,0,0,2,-114,LTE,405,51,43,60022,2,397,-113,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,204572,17:41:14,178720,546495.725
23,22.31289343,87.31402278,-9.0,17:41:15,2.03,10,17:41:15,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1421719067,32543778,0,0,2,-114,LTE,405,51,43,60022,2,397,-113,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,180144,17:41:15,193428,932658.625
24,22.31289881,87.31404336,-9.0,17:41:16,2.02,10,17:41:16,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1421924987,32547574,0,0,4,-114,LTE,405,51,43,60022,2,397,-112,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,234716,17:41:16,257304,65465.9375
25,22.31290667,87.31406621,-9.0,17:41:17,2.43,8,17:41:17,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1422126754,32551521,0,0,4,-114,LTE,405,51,43,60022,2,397,-112,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,209716,17:41:17,203160,341991.78125
26,22.3129175,87.31408822,-6.0,17:41:18,1.83,9,17:41:18,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1422413686,32556565,0,0,4,-114,LTE,405,51,43,60022,2,397,-112,-17,-54,2,0,-1,-1.0,-1.0,1800,1566,205714,17:41:18,215747,162690.95
27,22.3129321,87.31410918,-6.0,17:41:19,2.17,9,17:41:19,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1422659926,32562861,0,0,3,-114,LTE,405,51,43,60022,2,397,-110,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,291976,17:41:19,316068,668923.15625
28,22.31294314,87.31412764,-7.0,17:41:20,1.73,10,17:41:20,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1422818326,32566253,0,0,3,-114,LTE,405,51,43,60022,2,397,-110,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,252536,17:41:20,242152,570744.8125
29,22.31295255,87.31414624,-6.0,17:41:21,1.83,11,17:41:21,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,1422940726,32572249,0,0,3,-114,LTE,405,51,43,60022,2,397,-110,-16,-54,2,0,-1,-1.0,-1.0,1800,1566,161792,17:41:21,156864,623432.375
