Index (sec),latitude,longitude,elevation,time_gps,speed,sat,sys_time,sim_state,net_op_name,net_op_code,roaming,net_type,call_state,data_state,data_act,data_rx,data_tx,gsm_neighbors,umts_neighbors,lte_neighbors,rssi_strongest,tech,mcc,mnc,lac_tac,node_id,cid,psc_pci,rssi,rsrq,rssnr,slev,gps,accuracy,lat,long,band,arfcn,Network Throughput,Time tcp,Throughput tcp,Predicted Throughput
1,22.31901808,87.30044781,-1.0,17:58:52,0.0,13,17:58:52,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,470124771,9252967,0,0,3,-105,LTE,405,51,42,60005,2,124,-95,-10,64,4,0,-1,-1.0,-1.0,1800,1566,169352,17:58:52,162760,517336.78125
2,22.31901808,87.30044781,-1.0,17:58:53,0.0,14,17:58:53,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,470386183,9260293,0,0,3,-105,LTE,405,51,42,60005,2,124,-95,-10,64,4,0,-1,-1.0,-1.0,1800,1566,179024,17:58:53,198084,517336.78125
3,22.31901807,87.3004478,-1.0,17:58:54,0.0,14,17:58:54,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,471159363,9280113,0,0,3,-105,LTE,405,51,42,60005,2,124,-95,-10,64,4,0,-1,-1.0,-1.0,1800,1566,268738,17:58:54,324094,517336.78125
4,22.31901805,87.30044778,-1.0,17:58:55,0.0,14,17:58:55,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,471841423,9293805,0,0,2,-108,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,793000,17:58:55,816600,1237790.1362229784
5,22.31902005,87.30044972,-1.0,17:58:56,0.2,14,17:58:56,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,472759323,9298433,0,0,2,-108,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,695752,17:58:56,741512,1237790.1362229784
6,22.31902292,87.30045585,-2.0,17:58:57,0.87,14,17:58:57,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,473630323,9301657,0,0,2,-108,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,922528,17:58:57,897096,1237790.1362229784
7,22.31902781,87.30046563,-1.0,17:58:58,1.07,14,17:58:58,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,474427219,9305869,0,0,2,-104,LTE,405,51,42,60005,2,124,-95,-12,64,4,0,-1,-1.0,-1.0,1800,1566,874224,17:58:58,950452,124193.75
8,22.31903549,87.30047691,-2.0,17:58:59,1.17,14,17:58:59,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,474760047,9309597,0,0,2,-104,LTE,405,51,42,60005,2,124,-95,-12,64,4,0,-1,-1.0,-1.0,1800,1566,801108,17:58:59,754104,104710.0
9,22.31904239,87.30048852,-1.0,17:59:00,1.28,14,17:59:00,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,475356399,9312873,0,0,2,-104,LTE,405,51,42,60005,2,124,-95,-12,64,4,0,-1,-1.0,-1.0,1800,1566,336556,17:59:0,329944,93989.375
10,22.31904717,87.30050124,-1.0,17:59:01,1.37,14,17:59:01,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,476033099,9323521,0,0,2,-107,LTE,405,51,42,60005,2,124,-99,-13,64,3,0,-1,-1.0,-1.0,1800,1566,599628,17:59:1,730040,879497.25
11,22.31905421,87.30051356,-1.0,17:59:02,1.34,14,17:59:02,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,476547659,9349897,0,0,2,-107,LTE,405,51,42,60005,2,124,-99,-13,64,3,0,-1,-1.0,-1.0,1800,1566,687348,17:59:2,593744,911770.125
12,22.31906325,87.3005253,-1.0,17:59:03,1.55,14,17:59:03,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,477127879,9353433,0,0,2,-107,LTE,405,51,42,60005,2,124,-99,-13,64,3,0,-1,-1.0,-1.0,1800,1566,540936,17:59:3,592568,642843.875
13,22.31907525,87.30053629,0.0,17:59:04,1.6,14,17:59:04,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,477537919,9356137,0,0,2,-106,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,583756,17:59:4,554812,575490.3125
14,22.31908937,87.30054752,0.0,17:59:05,1.95,15,17:59:05,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,477985479,9366805,0,0,2,-106,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,412744,17:59:5,472492,347610.24583333335
15,22.31910457,87.30055675,0.0,17:59:06,1.71,15,17:59:06,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,478496019,9376837,0,0,2,-106,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,458228,17:59:6,472828,884570.125
16,22.31911968,87.30056276,0.0,17:59:07,1.66,15,17:59:07,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,479665839,9384529,0,0,2,-106,LTE,405,51,42,60005,2,124,-93,-11,64,4,0,-1,-1.0,-1.0,1800,1566,520572,17:59:7,489288,388808.5625
17,22.31913288,87.30056391,-1.0,17:59:08,1.34,15,17:59:08,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,480802159,9392661,0,0,2,-106,LTE,405,51,42,60005,2,124,-93,-11,64,4,0,-1,-1.0,-1.0,1800,1566,1177512,17:59:8,1330532,649753.6875
18,22.31915324,87.30056353,-2.0,17:59:09,1.84,15,17:59:09,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,481855399,9399849,0,0,2,-106,LTE,405,51,42,60005,2,124,-93,-11,64,4,0,-1,-1.0,-1.0,1800,1566,1144452,17:59:9,1184200,302591.625
19,22.31917527,87.30056396,-3.0,17:59:10,1.83,15,17:59:10,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,482355219,9404697,0,0,2,-104,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,1060428,17:59:10,942700,262562.0
20,22.31919434,87.30056509,-2.0,17:59:11,1.65,14,17:59:11,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,482895239,9409565,0,0,2,-104,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,504668,17:59:11,517180,111240.5
21,22.31920921,87.30056777,-3.0,17:59:12,1.49,14,17:59:12,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,483823859,9414349,0,0,2,-104,LTE,405,51,42,60005,2,124,-96,-12,64,3,0,-1,-1.0,-1.0,1800,1566,544888,17:59:12,646032,222827.375
22,22.3192272,87.30057065,-3.0,17:59:13,1.86,14,17:59:13,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,484420159,9419185,0,0,2,-104,LTE,405,51,42,60005,2,124,-95,-12,64,4,0,-1,-1.0,-1.0,1800,1566,933404,17:59:13,956864,289378.875
23,22.31924982,87.30057305,-4.0,17:59:14,2.01,16,17:59:14,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,484848299,9423905,0,0,2,-104,LTE,405,51,42,60005,2,124,-95,-12,64,4,0,-1,-1.0,-1.0,1800,1566,601136,17:59:14,542208,58677.75
24,22.31927285,87.30057576,-4.0,17:59:15,2.2,16,17:59:15,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,485044703,9429061,0,0,2,-104,LTE,405,51,42,60005,2,124,-95,-12,64,4,0,-1,-1.0,-1.0,1800,1566,432860,17:59:15,406504,138103.5
25,22.31929614,87.30058016,-4.0,17:59:16,2.23,16,17:59:16,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,485312703,9443213,0,0,2,-109,LTE,405,51,42,60005,2,124,-99,-13,64,3,0,-1,-1.0,-1.0,1800,1566,201560,17:59:16,201484,413666.375
26,22.31931418,87.3005845,-4.0,17:59:17,1.77,16,17:59:17,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,485567303,9455469,0,0,2,-109,LTE,405,51,42,60005,2,124,-99,-13,64,3,0,-1,-1.0,-1.0,1800,1566,282152,17:59:17,268436,615450.125
27,22.31933277,87.30059089,-4.0,17:59:18,2.25,16,17:59:18,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,485978683,9458905,0,0,2,-109,LTE,405,51,42,60005,2,124,-99,-13,64,3,0,-1,-1.0,-1.0,1800,1566,266856,17:59:18,305748,853521.125
28,22.31935312,87.30059621,-3.0,17:59:19,2.29,16,17:59:19,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,486348523,9461609,0,0,2,-106,LTE,405,51,42,60005,2,124,-98,-13,64,3,0,-1,-1.0,-1.0,1800,1566,414816,17:59:19,439220,396563.4122576209
29,22.31937438,87.30060101,-3.0,17:59:20,2.43,15,17:59:20,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,486730423,9464797,0,0,2,-106,LTE,405,51,42,60005,2,124,-98,-13,64,3,0,-1,-1.0,-1.0,1800,1566,372544,17:59:20,357116,443625.5
30,22.3193963,87.30060612,-3.0,17:59:21,2.28,15,17:59:21,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,487236943,9468029,0,0,2,-106,LTE,405,51,42,60005,2,124,-98,-13,64,3,0,-1,-1.0,-1.0,1800,1566,385088,17:59:21,420952,874358.0798611111
31,22.31942105,87.30061103,-3.0,17:59:22,2.72,15,17:59:22,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,487923023,9471097,0,0,2,-102,LTE,405,51,42,60005,2,124,-96,-13,64,3,0,-1,-1.0,-1.0,1800,1566,509752,17:59:22,523088,205425.875
32,22.31944637,87.30061656,-3.0,17:59:23,2.54,15,17:59:23,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,488593023,9474685,0,0,2,-102,LTE,405,51,42,60005,2,124,-96,-13,64,3,0,-1,-1.0,-1.0,1800,1566,689148,17:59:23,774416,423429.125
33,22.31947019,87.30062155,-3.0,17:59:24,2.47,15,17:59:24,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,489217463,9478677,0,0,2,-102,LTE,405,51,42,60005,2,124,-96,-13,64,3,0,-1,-1.0,-1.0,1800,1566,673588,17:59:24,697308,440054.625
34,22.31949169,87.30062654,-3.0,17:59:25,2.2,15,17:59:25,READY,airtel,40551,0,LTE,IDLE,CONNECTED,INOUT,489866023,9481745,0,0,2,-102,LTE,405,51,42,60005,2,124,-94,-12,64,4,0,-1,-1.0,-1.0,1800,1566,628432,17:59:25,533452,203749.625
